file_id,conversation,topic
2478,Customer 134.770000 147.575375 it may have started with HUD too i noticed that HUD was in terrible shape and that was property and uh they lost a lot of money there and then some of these big these rich people started to even uh,Bank Bailout
2478,Customer 147.575375 155.179500 Murchison here who owned the Cowboys had a lot of property down in Florida this was several years ago and he lost you know all all of his money before he died,Bank Bailout
2478,Agent 154.630750 155.557875 yeah,Bank Bailout
2478,Customer 155.179500 166.672000 not all of it i don't know how much he lost but uh they were just buying property and buying all kinds of real estate and thinking that there was a bottomless pit and it always would [vocalized-noise] it always would increase you know it always would uh,Bank Bailout
2478,Agent 155.557875 173.040250 [silence],Bank Bailout
2478,Customer 166.672000 173.085375 uh be more than what you paid for it and they just never even got conservative with our money at all,Bank Bailout
2478,Agent 173.040250 174.952250 yeah it,Bank Bailout
2478,Customer 173.085375 177.662750 [silence],Bank Bailout
2478,Agent 174.952250 177.960000 everyone forgets whose money it was,Bank Bailout
2478,Customer 177.662750 179.047750 right,Bank Bailout
2478,Agent 177.960000 179.088000 [silence],Bank Bailout
2478,Customer 179.047750 192.892000 [silence],Bank Bailout
2478,Agent 179.088000 184.429000 and everyone forgets that there are several of these people that are,Bank Bailout
2478,Agent 184.429000 185.762750 wanted,Bank Bailout
2478,Agent 185.762750 193.887125 by the federal government currently and are overseas where extradition is merely a funny American word,Bank Bailout
2478,Customer 192.892000 194.172125 yeah,Bank Bailout
2478,Agent 193.887125 195.406000 i,Bank Bailout
2478,Customer 194.172125 204.500000 [silence],Bank Bailout
2478,Agent 195.406000 196.859000 [silence],Bank Bailout
2478,Agent 196.859000 200.868125 as far as being a Republican or a Democrat i think no American,Bank Bailout
2478,Agent 200.868125 202.729000 could stand,Bank Bailout
2478,Agent 202.729000 204.858500 for criminal action,Bank Bailout
2478,Customer 204.500000 216.387000 well now the reason that i said that is because i was going to blame all uh {Reaganomics} for you know you spend your way to prosperity and when you opened up the bank deregulation without any controls i thought well,Bank Bailout
2478,Agent 204.858500 223.731250 [silence],Bank Bailout
2478,Customer 216.387000 224.408500 that was the philosophy you know just keep spending until taxes are lower and i thought that's not going to work you know and i knew that it wasn't going to work originally,Bank Bailout
2478,Agent 223.731250 224.809625 well,Bank Bailout
2478,Customer 224.408500 226.421375 and it hasn't worked now you know,Bank Bailout
2478,Agent 224.809625 228.873250 in theory in theory a healthy economy,Bank Bailout
2478,Customer 226.421375 232.061125 [silence],Bank Bailout
2478,Agent 228.873250 230.225875 [silence],Bank Bailout
2478,Agent 230.225875 232.269250 has a lot of spending going on,Bank Bailout
2478,Customer 232.061125 234.300875 right no doubt no doubt,Bank Bailout
2478,Agent 232.269250 234.551625 [silence],Bank Bailout
2478,Customer 234.300875 240.832375 [silence],Bank Bailout
2478,Agent 234.551625 235.653500 and,Bank Bailout
2478,Agent 235.653500 236.969500 [silence],Bank Bailout
2478,Agent 236.969500 239.241500 if people are making money,Bank Bailout
2478,Agent 239.241500 241.526125 people can spend money,Bank Bailout
2478,Customer 240.832375 242.226375 [noise],Bank Bailout
2478,Agent 241.526125 243.810625 and it'll generate taxes,Bank Bailout
2478,Customer 242.226375 244.848375 [silence],Bank Bailout
2478,Agent 243.810625 249.432375 [silence],Bank Bailout
2478,Customer 244.848375 250.853375 oh yeah i i i agree with that but there's got to be some control and apparently there was you know,Bank Bailout
2478,Agent 249.432375 253.791125 well the problem is and the problem with {Reaganomics} is,Bank Bailout
2478,Customer 250.853375 259.680625 [silence],Bank Bailout
2478,Agent 253.791125 255.040375 [silence],Bank Bailout
2478,Agent 255.040375 256.126375 that,Bank Bailout
2478,Agent 256.126375 257.168875 [silence],Bank Bailout
2478,Agent 257.168875 260.404375 the people at the top are the ones getting rich,Bank Bailout
2478,Customer 259.680625 260.717125 yeah,Bank Bailout
2478,Agent 260.404375 261.984500 and,Bank Bailout
2478,Customer 260.717125 264.859750 [silence],Bank Bailout
2478,Agent 261.984500 265.884375 for what they would cost and we weren't producing anything,Bank Bailout
2478,Customer 264.859750 266.446625 yeah,Bank Bailout
2478,Agent 265.884375 269.904625 we as Americans weren't producing anything it was all inflation,Bank Bailout
2478,Customer 266.446625 269.454625 [silence],Bank Bailout
2478,Customer 269.454625 270.702625 yeah,Bank Bailout
2478,Agent 269.904625 271.469375 [silence],Bank Bailout
2478,Customer 270.702625 274.942625 [silence],Bank Bailout
2478,Agent 271.469375 275.942250 and i'm sorry we don't get into a real argument over it we agree too closely but,Bank Bailout
2478,Customer 274.942625 278.671875 yeah i know uh [laughter],Bank Bailout
2478,Agent 275.942250 278.903125 [laughter] but you,Bank Bailout
2478,Customer 278.671875 280.872250 [silence],Bank Bailout
2478,Agent 278.903125 281.243750 you can't say that that was right,Bank Bailout
2478,Customer 280.872250 282.683250 oh no i,Bank Bailout
2478,Agent 281.243750 284.369750 no intelligent person can say,Bank Bailout
2478,Customer 282.683250 289.011875 [silence],Bank Bailout
2478,Agent 284.369750 285.944375 that,Bank Bailout
2478,Agent 285.944375 289.336500 we could spend our way rich,Bank Bailout
2478,Customer 289.011875 290.153750 right,Bank Bailout
2478,Agent 289.336500 292.025125 remember all we're doing,Bank Bailout
2478,Customer 290.153750 296.060500 [silence],Bank Bailout
2478,Agent 292.025125 294.523125 is delivering pizzas to each other,Bank Bailout
2478,Agent 294.523125 299.309250 [silence],Bank Bailout
2478,Customer 296.060500 298.485625 and and not high quality ones at that you know,Bank Bailout
2478,Customer 298.485625 299.695125 [silence],Bank Bailout
2478,Agent 299.309250 300.681875 yeah well,Bank Bailout
2478,Customer 299.695125 309.887750 well i do have a lot of confidence in the the American people and the economy and everything else i i feel bad when i see the inefficiency even here at TI you know and i think that the,Bank Bailout
2478,Agent 300.681875 319.629250 [silence],Bank Bailout
2478,Customer 309.887750 319.732250 it it still a lot of the workers don't understand that uh they need to put out the best that they can because it comes right back to them you know,Bank Bailout
2478,Agent 319.629250 323.942000 it is a life and death struggle with Jap[anese]- with the Japanese,Bank Bailout
2478,Customer 319.732250 321.244625 [silence],Bank Bailout
2478,Customer 321.244625 322.831375 right,Bank Bailout
2478,Customer 322.831375 330.415125 i i know and and i when i of course i'm in facilities and i work with a lot of mechanics and i just cannot understand why they're just happy to,Bank Bailout
2478,Agent 323.942000 335.286625 [silence],Bank Bailout
2478,Customer 330.415125 335.774250 spend their time here rather than produce you know and they think that well i'm paid anyway so it doesn't matter you know,Bank Bailout
2478,Agent 335.286625 339.592000 i i'm very tired of it all pays by the hour,Bank Bailout
2478,Customer 335.774250 339.070750 [silence],Bank Bailout
2478,Customer 339.070750 341.146250 right right,Bank Bailout
2478,Agent 339.592000 341.008875 [silence],Bank Bailout
2478,Agent 341.008875 341.863625 uh,Bank Bailout
2478,Customer 341.146250 343.420625 [silence],Bank Bailout
2478,Agent 341.863625 343.532125 and i'm nonexempt,Bank Bailout
2478,Customer 343.420625 345.175375 yeah oh really,Bank Bailout
2478,Agent 343.532125 345.466250 [silence],Bank Bailout
2478,Customer 345.175375 347.218500 you don't sound like a nonexempt Jim,Bank Bailout
2478,Agent 345.466250 346.709125 is so,Bank Bailout
2478,Agent 346.709125 347.797500 what,Bank Bailout
2478,Customer 347.218500 348.862000 you don't sound like a nonexempt,Bank Bailout
2478,Agent 347.797500 348.925375 [silence],Bank Bailout
2478,Customer 348.862000 351.345375 [silence],Bank Bailout
2478,Agent 348.925375 351.284750 what what does a nonexempt sound like,Bank Bailout
2478,Agent 351.284750 360.427000 [silence],Bank Bailout
2478,Customer 351.345375 359.463875 uh you're too informed they're they're very they're very uh not interested they wouldn't even talk probably about some of the things we're talking about now,Bank Bailout
2478,Customer 359.463875 361.045500 [silence],Bank Bailout
2478,Agent 360.427000 361.767750 uh,Bank Bailout
2478,Customer 361.045500 368.280500 i guess i'm dealing with too many Texas mechanics here i don't know really i'm i'm being a Yankee i guess i'm i'm letting my Yankee come out you know,Bank Bailout
2478,Agent 361.767750 364.162750 [silence],Bank Bailout
2478,Agent 364.162750 365.401000 uh that's,Bank Bailout
2478,Agent 365.401000 367.809750 [silence],Bank Bailout
2478,Agent 367.809750 369.666375 well i,Bank Bailout
2478,Customer 368.280500 376.995625 [silence],Bank Bailout
2478,Agent 369.666375 375.281875 now maybe i'm not the uh typical nonexempt that you deal with,Bank Bailout
2478,Agent 375.281875 377.074750 the badge is silver,Bank Bailout
2478,Customer 376.995625 378.073875 yeah,Bank Bailout
2478,Agent 377.074750 378.207000 [silence],Bank Bailout
2478,Customer 378.073875 380.541375 [silence],Bank Bailout
2478,Agent 378.207000 381.053500 and uh i am degreed though nonexempt,Bank Bailout
2478,Customer 380.541375 382.214875 uh well that's good,Bank Bailout
2478,Agent 381.053500 382.078375 [silence],Bank Bailout
2478,Agent 382.078375 384.929250 no [laughter] that's not [laughter-good] but,Bank Bailout
2478,Customer 382.214875 384.768375 [silence],Bank Bailout
2478,Customer 384.768375 387.471875 no right i mean that's good that you're degreed uh,Bank Bailout
2478,Agent 384.929250 390.039000 [silence],Bank Bailout
2478,Customer 387.471875 388.480125 uh,Bank Bailout
2478,Customer 388.480125 391.846125 uh your time will come there we uh i know a few people that would,Bank Bailout
2478,Agent 390.039000 393.113250 no i i do not wish my time to come,Bank Bailout
2478,Customer 391.846125 392.854500 [silence],Bank Bailout
2478,Customer 392.854500 396.615625 oh really what are you in a tech like do you do tech[nician]- technician work or something or,Bank Bailout
2478,Agent 393.113250 395.728750 [silence],Bank Bailout
2478,Agent 395.728750 398.223000 oh no no i,Bank Bailout
2478,Customer 396.615625 403.325125 [silence],Bank Bailout
2478,Agent 398.223000 403.886125 government tool control is my specialty now i did PC protection control work for uh,Bank Bailout
2478,Customer 403.325125 404.847625 oh quality okay,Bank Bailout
2478,Agent 403.886125 410.708250 ten or twelve years uh right now i'm just trying to tool crib and hauling chips,Bank Bailout
2478,Customer 404.847625 409.931750 [silence],Bank Bailout
2478,Customer 409.931750 411.172625 yeah,Bank Bailout
2478,Agent 410.708250 412.520125 times are bad,Bank Bailout
2478,Customer 411.172625 412.259625 [silence],Bank Bailout
2478,Customer 412.259625 426.485000 oh yeah well now is is uh really terrible i- i'm uh management level uh facilities and when the cuts came three of us got uh bounced back and so we're just uh i'm calling you from work i- i- i- i'm i'm covering uh,Bank Bailout
2478,Agent 412.520125 441.765750 [silence],Bank Bailout
2478,Customer 426.485000 440.070125 weekends and nights now i'm i'm one of the manager reps there's three of us to cover in Dallas facilities and just we're essentially standby and problems uh all all nights and weekends that's my i only get one weekend off a month right now,Bank Bailout
2478,Customer 440.070125 442.144750 i call it my recession job,Bank Bailout
2478,Agent 441.765750 443.577000 [laughter] it's,Bank Bailout
2478,Customer 442.144750 451.925500 uh being [vocalized-noise] basically an engineer and liking uh doing installation work well there's not any i mean there literally is no installation work going on,Bank Bailout
2478,Agent 443.577000 451.313500 [silence],Bank Bailout
2478,Agent 451.313500 454.459750 they turned all installation up here off,Bank Bailout
2478,Customer 451.925500 453.694500 [silence],Bank Bailout
2478,Customer 453.694500 454.758000 yeah,Bank Bailout
2478,Agent 454.459750 457.395375 they told facilities they could not work,Bank Bailout
2478,Customer 454.758000 457.385375 [silence],Bank Bailout
2478,Customer 457.385375 458.424500 yeah,Bank Bailout
2478,Agent 457.395375 458.417250 [silence],Bank Bailout
2478,Agent 458.417250 460.841750 i don't care what the jobs are,Bank Bailout
2478,Customer 458.424500 462.197375 [silence],Bank Bailout
2478,Agent 460.841750 462.608125 you will not work,Bank Bailout
2478,Customer 462.197375 463.642375 yeah it it,Bank Bailout
2478,Agent 462.608125 466.386375 and and as far as our you know,Bank Bailout
2478,Customer 463.642375 477.585375 [silence],Bank Bailout
2478,Agent 466.386375 468.628375 our conversation goes,Bank Bailout
2478,Agent 468.628375 470.099375 [silence],Bank Bailout
2478,Agent 470.099375 472.382375 i would really be interested to know,Bank Bailout
2478,Agent 472.382375 473.964000 how much,Bank Bailout
2478,Agent 473.964000 478.232500 of TI's problems now are related to,Bank Bailout
2478,Customer 477.585375 478.840625 banking,Bank Bailout
2478,Agent 478.232500 480.162125 the banking structure,Bank Bailout
2478,Customer 478.840625 479.938500 [silence],Bank Bailout
2478,Customer 479.938500 492.438875 i think that not not only TI but a lot of it when they talk about uh there was one point i was going to make i think the last i heard and i i have to admit i'm not as informed uh that much but there's something like eighty six billion that they admit well i always double that i figure well,Bank Bailout
2478,Agent 480.162125 504.744125 [silence],Bank Bailout
2478,Customer 492.438875 504.632375 if they claim that it's going to cost us eighty six billion it's got to be twice as much because no one admits their mistakes and so if that's true it may mean that two hundred billion dollar category that was that went down the tube somewhere,Bank Bailout
2478,Customer 504.632375 507.084625 [silence],Bank Bailout
2478,Agent 504.744125 505.715625 i,Bank Bailout
2478,Agent 505.715625 507.566625 it really hurts me,Bank Bailout
2478,Customer 507.084625 510.563250 yeah it's amazing really it's amazing that,Bank Bailout
2478,Agent 507.566625 509.514375 [silence],Bank Bailout
2478,Agent 509.514375 511.313500 to realize that,Bank Bailout
2478,Customer 510.563250 518.705875 [silence],Bank Bailout
2478,Agent 511.313500 512.865000 [silence],Bank Bailout
2478,Agent 512.865000 518.913625 a lot of people out there are trying to retire on their home values,Bank Bailout
2478,Customer 518.705875 520.516375 oh yeah i know what you mean,Bank Bailout
2478,Agent 518.913625 521.382750 [silence],Bank Bailout
2478,Customer 520.516375 523.502500 [silence],Bank Bailout
2478,Agent 521.382750 523.332500 uh one of our,Bank Bailout
2478,Agent 523.332500 524.644250 senior,Bank Bailout
2478,Customer 523.502500 528.581750 course your value of homes up there are pretty good i mean here they're not really that high but are they pretty good up there,Bank Bailout
2478,Agent 524.644250 527.901750 [silence],Bank Bailout
2478,Agent 527.901750 528.955625 no,Bank Bailout
2478,Customer 528.581750 529.708250 oh really,Bank Bailout
2478,Agent 528.955625 533.407250 our economy in Colorado Springs fell completely apart,Bank Bailout
2478,Customer 529.708250 533.271500 [silence],Bank Bailout
2478,Customer 533.271500 543.444250 well we're in the metroplex here you know and uh it it i die every time companies like General Dynamics they they lost several contracts and and i don't know if you noticed yesterday,Bank Bailout
2478,Agent 533.407250 535.465750 [silence],Bank Bailout
2478,Agent 535.465750 536.335000 right,Bank Bailout
2478,Agent 536.335000 552.806125 [silence],Bank Bailout
2478,Customer 543.444250 553.712750 you probably don't pay attention to the Bell Helicopter you know they were going to have this big uh award and Secorski got it which was Boeing Secorski this which is up in the north somewhere you know,Bank Bailout
2478,Agent 552.806125 560.137375 yeah it's northwest Seattle Seattle and also uh they do some of that in Wichita Kansas,Bank Bailout
2478,Customer 553.712750 557.125750 and i don't know how Bell didn't get it,Bank Bailout
2478,Customer 557.125750 559.948750 [silence],Bank Bailout
2478,Customer 559.948750 571.990500 well i i don't i they were advertising here that it was Bell TI TI was getting the uh electronics with Bell and so it was a double one that Bell is in the Metroplex and two that TI was doing the electronics for them,Bank Bailout
2478,Agent 560.137375 571.431250 [silence],Bank Bailout
2478,Agent 571.431250 572.400000 huh,Bank Bailout
2478,Customer 571.990500 581.262250 and they they uh advertised that that it was TI Bell TI Bell and then all of a sudden Secorski got it yeah Secorski Boeing Boeing doesn't need the money,Bank Bailout
2478,Agent 572.400000 577.202125 [silence],Bank Bailout
2478,Agent 577.202125 579.198625 Secorski Boeing,Bank Bailout
2478,Agent 579.198625 598.235750 [silence],Bank Bailout
2478,Customer 581.262250 587.950250 something i almost think there's some politics around here because the metroplex here in the Dallas Fort Worth area the uh,Bank Bailout
2478,Customer 587.950250 598.107875 with TI i don't know if TI has lost as much as everybody else but General Dynamics and LTV and Bell have lost project after project you know,Bank Bailout
2478,Customer 598.107875 600.085625 [silence],Bank Bailout
2478,Agent 598.235750 600.085625 well you realize,Bank Bailout
4031,Agent 0.000000 1.263000 is all you need,Family Finance
4031,Customer 0.000000 0.283875 [noise],Family Finance
4031,Customer 0.283875 1.973625 huh,Family Finance
4031,Agent 1.263000 2.661750 i think just one is all you need,Family Finance
4031,Customer 1.973625 9.342500 yeah i pushed a an auto dial um so do y'all have a family budget,Family Finance
4031,Agent 2.661750 8.598125 [silence],Family Finance
4031,Agent 8.598125 17.314250 well we don't right now we're planning on setting one up as soon as i can get some you know some better ideas on how to do that have you used one before,Family Finance
4031,Customer 9.342500 16.728375 [silence],Family Finance
4031,Customer 16.728375 28.659125 yeah we um a couple of years ago took a class um that was offered was a guy at our church um called Mastering Your Money by Ron Blue,Family Finance
4031,Agent 17.314250 24.147250 [silence],Family Finance
4031,Agent 24.147250 25.400250 hm,Family Finance
4031,Agent 25.400250 27.797750 [silence],Family Finance
4031,Agent 27.797750 29.617500 oh yeah i've heard of that,Family Finance
4031,Customer 28.659125 41.807625 you've you've heard of him it's r[eally]- it's been really good we've um we're on a a monthly budget and pretty much we we designed our own um,Family Finance
4031,Agent 29.617500 47.505625 [silence],Family Finance
4031,Customer 41.807625 49.160875 ideas of you know these are some set things that that we know we're gonna spend and um,Family Finance
4031,Agent 47.505625 49.101250 um-hum,Family Finance
4031,Agent 49.101250 68.883750 [silence],Family Finance
4031,Customer 49.160875 56.567750 the rest we have in categories but for the most part it's been somewhat discretionary um,Family Finance
4031,Customer 56.567750 65.036750 the like right now a and the next month will probably be a little higher in clothes if we buy for spring and summer and so,Family Finance
4031,Customer 65.036750 69.550875 we may spend a little more there and a little less in a[nother]- in another area,Family Finance
4031,Agent 68.883750 70.439750 um-hum,Family Finance
4031,Customer 69.550875 74.916750 so um but it's worked really well we've been able to save um,Family Finance
4031,Agent 70.439750 83.672500 [silence],Family Finance
4031,Customer 74.916750 84.397125 you know what we've wanted to save and and uh pretty much been able to do what we've wanted to do and we have some long term um goals that we want to do,Family Finance
4031,Agent 83.672500 88.810750 have you put money into those categories or what what do you do for that sort of thing,Family Finance
4031,Customer 84.397125 91.126000 [noise] well [noise] we um,Family Finance
4031,Agent 88.810750 101.740500 [silence],Family Finance
4031,Customer 91.126000 101.718625 i i keep the books and i'm the one that writes all the um all the bills and stuff and pretty much um i just know what i have to spend <b_aside> no you may not <e_aside>,Family Finance
4031,Customer 101.718625 112.459000 um i know what i need to spend or what i have to spend and i just try not to spend it i know [noise] some people do um [noise] en[velope]- en[velope]- envelope,Family Finance
4031,Agent 101.740500 103.277625 um-hum,Family Finance
4031,Agent 103.277625 112.287375 [silence],Family Finance
4031,Agent 112.287375 113.715500 um-hum,Family Finance
4031,Customer 112.459000 118.265375 systems and stuff but i don't find that works real well for me,Family Finance
4031,Agent 113.715500 117.668875 [silence],Family Finance
4031,Agent 117.668875 126.054375 well do you have any money that you uh specifically set aside for certain s[avings]- uh you know savings objectives,Family Finance
4031,Customer 118.265375 125.294625 [silence],Family Finance
4031,Customer 125.294625 137.704000 yes we have um [vocalized-noise] we have like a college fund for our kids and we have um a house fund and we have a car fund and,Family Finance
4031,Agent 126.054375 136.166625 [silence],Family Finance
4031,Agent 136.166625 138.386500 i mean where do you put that money,Family Finance
4031,Customer 137.704000 149.313625 uh we put it in a savings account or we have some of [noise] it in CD's and stuff but we we take that out every month and then divide it up into the categories that that we have,Family Finance
4031,Agent 138.386500 154.099750 [silence],Family Finance
4031,Customer 149.313625 160.715750 and we also we have a category of of short term goals that we put aside money each month and if we want to like right now we're getting ready to,Family Finance
4031,Agent 154.099750 155.565875 um-hum,Family Finance
4031,Agent 155.565875 162.693125 [silence],Family Finance
4031,Customer 160.715750 167.313875 put up a fence and that will come out of there it's money that we haven't budgeted for,Family Finance
4031,Agent 162.693125 164.067875 oh yeah,Family Finance
4031,Agent 164.067875 168.648250 [silence],Family Finance
4031,Customer 167.313875 173.118125 i[t]- you know things you know things like that and then um,Family Finance
4031,Agent 168.648250 170.157250 um-hum,Family Finance
4031,Agent 170.157250 179.834125 [silence],Family Finance
4031,Customer 173.118125 180.948875 that's where it will come from and if we don't have the money in there we have to wait until it's you know up to where we where it needs to be,Family Finance
4031,Agent 179.834125 185.301000 that's probably the key part right there is waiting until you get the money that you budgeted,Family Finance
4031,Customer 180.948875 185.568375 [silence],Family Finance
4031,Agent 185.301000 187.279125 [silence],Family Finance
4031,Customer 185.568375 188.409375 i i'm sorry i didn'[t]- i didn't hear you,Family Finance
4031,Agent 187.279125 195.342125 i say that's probably the key part right there is waiting until the money that you've planned for is there what about credit cards do have you do you still use those or,Family Finance
4031,Customer 188.409375 190.187125 [silence],Family Finance
4031,Customer 190.187125 192.494000 [laughter-yeah],Family Finance
4031,Customer 192.494000 194.401250 [silence],Family Finance
4031,Customer 194.401250 196.035375 um,Family Finance
4031,Agent 195.342125 198.544750 is that part of the system to discontinue that,Family Finance
4031,Customer 196.035375 197.818750 [silence],Family Finance
4031,Customer 197.818750 211.121000 well he recommends that you don't um or he hel[ps]- he recommends that you you get them_1 down we we've never been real big credit card users and we always pay it off um,Family Finance
4031,Agent 198.544750 207.553000 [silence],Family Finance
4031,Agent 207.553000 208.985500 um-hum,Family Finance
4031,Agent 208.985500 237.724250 [silence],Family Finance
4031,Customer 211.121000 223.578375 every month if we use them_1 um we're not real big cash carriers so occasionally we will spend or we will you know put uh a meal on it or um,Family Finance
4031,Customer 223.578375 231.857875 [noise] i don't know sometimes i'll do mail order stuff and i'll put it on there but it we always it al[ways]- we will always work it out where,Family Finance
4031,Customer 231.857875 242.810000 where we pay it off at the end of the month so we don't put just a whole lot on there we don't use them_1 just real real often except i do use my gas i keep track of my gas on my credit cards,Family Finance
4031,Agent 237.724250 239.003000 um-hum,Family Finance
4031,Agent 239.003000 242.029000 [silence],Family Finance
4031,Agent 242.029000 243.441625 um-hum,Family Finance
4031,Customer 242.810000 255.817375 because_1 that either you're not financed charged on there and you don't and you don't um you don't need to have cash there and they don't now you can get it at you know cash is the same price as credit,Family Finance
4031,Agent 243.441625 244.659375 [silence],Family Finance
4031,Agent 244.659375 245.812375 [noise],Family Finance
4031,Agent 245.812375 247.018875 right,Family Finance
4031,Agent 247.018875 255.139625 [silence],Family Finance
4031,Agent 255.139625 256.516000 yes,Family Finance
4031,Customer 255.817375 259.305500 so are you married,Family Finance
4031,Agent 256.516000 257.546125 [silence],Family Finance
4031,Agent 257.546125 262.607500 [vocalized-noise] yes we are i am and uh we've got some children and uh,Family Finance
4031,Customer 259.305500 267.510500 [silence],Family Finance
4031,Agent 262.607500 269.195125 you know we've just seen the need for well we just moved into a house uh that we're renting and that's gonna,Family Finance
4031,Customer 267.510500 270.566500 which will suck up your money real [laughter-quick],Family Finance
4031,Agent 269.195125 277.111500 yeah yeah it really will so we're you know we're going to have to really take a hard look at our uh expenses and things like that and uh,Family Finance
4031,Customer 270.566500 273.974375 [noise],Family Finance
4031,Customer 273.974375 281.732000 [silence],Family Finance
4031,Agent 277.111500 278.196125 [silence],Family Finance
4031,Agent 278.196125 288.406750 you know really make the dollars uh go a little bit further if we can and we uh had not been paying very much for housing uh since we moved to Dallas in July,Family Finance
4031,Customer 281.732000 283.202125 um-hum,Family Finance
4031,Customer 283.202125 298.690000 [silence],Family Finance
4031,Agent 288.406750 298.690000 and uh you know we'd go out to eat on Sunday after church or something like that and i think we're gonna have to kind of watch what we do now because that can add up with five kids,Family Finance
3992,Agent 0.000000 0.430750 [noise],Taxes
3992,Customer 0.000000 0.073125 [silence],Taxes
3992,Customer 0.073125 8.141125 well the topic is is very apropos to what's going on um how do you feel about our topic,Taxes
3992,Agent 0.430750 4.553875 [silence],Taxes
3992,Agent 4.553875 5.445000 [vocalized-noise],Taxes
3992,Agent 5.445000 7.859750 [silence],Taxes
3992,Agent 7.859750 17.547500 well i feel like uh i do feel like we pay a lot of taxes i don't mind paying a lot of taxes if the ta[xes]- taxes are spent well,Taxes
3992,Customer 8.141125 16.935250 [silence],Taxes
3992,Customer 16.935250 17.868375 yes,Taxes
3992,Agent 17.547500 22.546250 but uh i'm not convinced that they're being spent well um,Taxes
3992,Customer 17.868375 21.686375 [silence],Taxes
3992,Customer 21.686375 35.971250 um i think that's because uh it's like i told someone the other day i'm a housewife and uh among uh working mother too and i know how it is to live on a budget and i hear what you're saying,Taxes
3992,Agent 22.546250 33.099875 [silence],Taxes
3992,Agent 33.099875 34.998000 um-hum,Taxes
3992,Agent 34.998000 37.906625 um-hum um-hum,Taxes
3992,Customer 35.971250 37.087875 [silence],Taxes
3992,Customer 37.087875 47.948375 yeah our taxes it's nice to see them_1 spent for things that benefit the community but when we see them wasted that's when we think we're paying too much,Taxes
3992,Agent 37.906625 47.456875 [silence],Taxes
3992,Agent 47.456875 57.151125 well i feel i- i mean one of the things is when i[t's]- it it's not going it's going into a lot of military stuff which is badly spent,Taxes
3992,Customer 47.948375 56.694625 [silence],Taxes
3992,Customer 56.694625 57.704750 um-hum,Taxes
3992,Agent 57.151125 65.715625 and not going into a lot of infrastructure things uh or or um you know social needs,Taxes
3992,Customer 57.704750 60.669250 [silence],Taxes
3992,Customer 60.669250 61.731875 um,Taxes
3992,Customer 61.731875 74.128875 [silence],Taxes
3992,Agent 65.715625 74.749750 that that it could i mean when you look at the pie it's it of where our money is spent it's it's uh very very um skewed,Taxes
3992,Customer 74.128875 75.364375 yeah,Taxes
3992,Agent 74.749750 82.093125 and uh so i don't feel like i- i just don't feel like they're doing what i would do with it [laughter],Taxes
3992,Customer 75.364375 80.421000 [silence],Taxes
3992,Customer 80.421000 81.938500 [laughter],Taxes
3992,Customer 81.938500 93.321875 well i think uh in a way that's that's uh almost off our topic in you know in that uh they didn't want us to talk about how it was spent but i don't think you can separate it,Taxes
3992,Agent 82.093125 102.495000 [silence],Taxes
3992,Customer 93.321875 103.627750 i know um i felt very fortunate once when i talked with a lady from England and she said their taxes are at least fifty percent,Taxes
3992,Agent 102.495000 104.048000 uh-huh,Taxes
3992,Customer 103.627750 111.542375 and uh in talking to people i've met from other places uh we do seem to get off light,Taxes
3992,Agent 104.048000 119.014000 [silence],Taxes
3992,Customer 111.542375 120.082500 except you know if you ever make money one year now you pay all this horrible taxes and you don't get to keep [laughter-any] [laughter-of] [laughter-it],Taxes
3992,Agent 119.014000 125.893500 well uh but the people who pay a lot of taxes also get a lot of services they have national health,Taxes
3992,Customer 120.082500 123.804250 [silence],Taxes
3992,Customer 123.804250 124.354125 that's,Taxes
3992,Customer 124.354125 127.066375 [silence],Taxes
3992,Agent 125.893500 127.943000 so you know uh,Taxes
3992,Customer 127.066375 129.063625 oh yeah um-hum,Taxes
3992,Agent 127.943000 132.097875 in other words yes that's why i say,Taxes
3992,Customer 129.063625 131.053375 [silence],Taxes
3992,Customer 131.053375 132.805375 in the other countries,Taxes
3992,Agent 132.097875 138.128750 yeah so i'm saying if we did i wouldn't mind paying what we pay,Taxes
3992,Customer 132.805375 137.575375 [silence],Taxes
3992,Customer 137.575375 138.561125 um-hum,Taxes
3992,Agent 138.128750 142.031125 or even more if i got a lot [laughter-of] stuff back for it,Taxes
3992,Customer 138.561125 140.557625 [silence],Taxes
3992,Customer 140.557625 142.163000 yeah,Taxes
3992,Agent 142.031125 143.138750 but uh,Taxes
3992,Customer 142.163000 148.344750 well on national health so many of them_1 can't use it they say because they never can get in to see their doctors,Taxes
3992,Agent 143.138750 147.987250 [silence],Taxes
3992,Agent 147.987250 149.596750 yeah,Taxes
3992,Customer 148.344750 149.987750 at least in England,Taxes
3992,Agent 149.596750 157.463875 i we hear that here uh some although we get some people who obviously don't want it like,Taxes
3992,Customer 149.987750 151.639875 [silence],Taxes
3992,Customer 151.639875 152.505500 um-hum,Taxes
3992,Customer 152.505500 153.982000 yeah,Taxes
3992,Customer 153.982000 156.972500 [silence],Taxes
3992,Customer 156.972500 157.682375 um-hum,Taxes
3992,Agent 157.463875 159.920125 like rich doctors [laughter],Taxes
3992,Customer 157.682375 159.194000 [silence],Taxes
3992,Customer 159.194000 160.291250 yeah,Taxes
3992,Agent 159.920125 167.534875 who who'd rather us not have it i think but i don't know i- i just and local taxes um i think are probably,Taxes
3992,Customer 160.291250 171.450000 [silence],Taxes
